antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'duration=very_long', 'temp=cold'})","frozenset({'site=jpl', 'wind=low', 'time=afternoon', 'util=low'})",0.21968673555076856,0.10832816094052357,0.07247435101683157,0.3298986205750374,3.0453634374552405,1.0,0.048676090971589675,1.3306521467313666,0.8607209414045355,0.2836119445635091,0.24848879366676355,0.49946228635762313
"frozenset({'site=jpl', 'wind=low', 'time=afternoon', 'util=low'})","frozenset({'duration=very_long', 'temp=cold'})",0.10832816094052357,0.21968673555076856,0.07247435101683157,0.6690259521402089,3.04536343745524,1.0,0.048676090971589675,2.357626736884795,0.7532277438251468,0.2836119445635091,0.5758446473501863,0.49946228635762313
"frozenset({'temp=hot', 'wind=low'})","frozenset({'time=afternoon', 'site=caltech'})",0.0945635108985359,0.2284128664792435,0.06575632553214794,0.6953667953667954,3.0443416173755047,1.0,0.04415680294347217,2.532839893306412,0.741655279351035,0.2556422995031937,0.6051862564851729,0.4916252135401752
"frozenset({'time=afternoon', 'site=caltech'})","frozenset({'temp=hot', 'wind=low'})",0.2284128664792435,0.0945635108985359,0.06575632553214794,0.28788363171355497,3.0443416173755047,1.0,0.04415680294347217,1.2714726545047719,0.8703122733462508,0.2556422995031937,0.2135104152991071,0.4916252135401752
"frozenset({'energy=very_high', 'is_weekend=False'})","frozenset({'util=high', 'site=jpl'})",0.10978860126328088,0.1825550403446639,0.06075431742670415,0.5533754572663785,3.0312800798137682,1.0,0.04071185489370169,1.8302732640979866,0.7527497034382237,0.26233643386410216,0.453633498551469,0.44308772863318924
"frozenset({'util=high', 'site=jpl'})","frozenset({'energy=very_high', 'is_weekend=False'})",0.1825550403446639,0.10978860126328088,0.06075431742670415,0.33280000000000004,3.0312800798137682,1.0,0.04071185489370169,1.3342496983464014,0.8197571695578528,0.26233643386410216,0.2505151013042409,0.44308772863318924
"frozenset({'duration=very_long', 'temp=cold', 'wind=low'})","frozenset({'site=jpl', 'util=low', 'time=afternoon', 'is_weekend=False'})",0.15791010989813428,0.1515937055022089,0.07210924093614225,0.4566473988439307,3.0123110806686944,1.0,0.04817106224042304,1.5614286058310411,0.7932988887278987,0.30375269147954476,0.35956085583063296,0.4661608863198459
"frozenset({'site=jpl', 'util=low', 'time=afternoon', 'is_weekend=False'})","frozenset({'duration=very_long', 'temp=cold', 'wind=low'})",0.1515937055022089,0.15791010989813428,0.07210924093614225,0.47567437379576116,3.0123110806686944,1.0,0.04817106224042304,1.6060437407914319,0.7873927602367026,0.30375269147954476,0.3773519521285164,0.4661608863198459
"frozenset({'is_weekend=False', 'duration=very_long', 'temp=cold', 'wind=low'})","frozenset({'util=low', 'time=afternoon', 'site=jpl'})",0.15688780167220417,0.15327321187337983,0.07210924093614225,0.45962299278566443,2.9987170436890334,1.0,0.048062543670089705,1.5669186083462907,0.7905520241543458,0.3029141104294478,0.3618047582858248,0.465042558803504
"frozenset({'util=low', 'time=afternoon', 'site=jpl'})","frozenset({'is_weekend=False', 'duration=very_long', 'temp=cold', 'wind=low'})",0.15327321187337983,0.15688780167220417,0.07210924093614225,0.4704621248213435,2.9987170436890334,1.0,0.048062543670089705,1.592165995762522,0.7871772386603489,0.3029141104294478,0.37192478506546756,0.465042558803504
"frozenset({'duration=very_long', 'temp=cold', 'wind=low'})","frozenset({'util=low', 'time=afternoon', 'site=jpl'})",0.15791010989813428,0.15327321187337983,0.07247435101683157,0.45895953757225433,2.994388464641847,1.0,0.04827096128546614,1.5649971618152276,0.7909393072043097,0.30360966656469873,0.3610212054058244,0.465901874550777
"frozenset({'util=low', 'time=afternoon', 'site=jpl'})","frozenset({'duration=very_long', 'temp=cold', 'wind=low'})",0.15327321187337983,0.15791010989813428,0.07247435101683157,0.4728442115292996,2.994388464641847,1.0,0.04827096128546614,1.5974213098272176,0.7866079160605494,0.30360966656469873,0.3739910730825523,0.465901874550777
"frozenset({'util=high', 'site=caltech', 'wind=high'})",frozenset({'time=night'}),0.17802767534411626,0.1443280148964913,0.07685567198510351,0.43170631665299425,2.9911470545936907,1.0,0.051161291006050186,1.5056862502218362,0.8098570654294963,0.3130577037477692,0.3358510115552508,0.48210663669735465
frozenset({'time=night'}),"frozenset({'util=high', 'site=caltech', 'wind=high'})",0.1443280148964913,0.17802767534411626,0.07685567198510351,0.5325069567417151,2.9911470545936902,1.0,0.051161291006050186,1.7582557355869632,0.7779617730847522,0.3130577037477692,0.43125452130763714,0.48210663669735465
"frozenset({'util=high', 'energy=medium'})","frozenset({'duration=medium', 'wind=high'})",0.11712731388513636,0.1454598561466282,0.0507868122238855,0.43360349127182046,2.980915166276077,1.0,0.0337494899953126,1.5087313051632454,0.7526935238083289,0.2397862437510774,0.33719145577628246,0.39137503880860103
"frozenset({'duration=medium', 'wind=high'})","frozenset({'util=high', 'energy=medium'})",0.1454598561466282,0.11712731388513636,0.0507868122238855,0.34914658634538154,2.980915166276077,1.0,0.0337494899953126,1.3564846824071026,0.7776493099427133,0.2397862437510774,0.2628003744019542,0.39137503880860103
"frozenset({'time=night', 'is_weekend=False'})","frozenset({'util=high', 'site=caltech', 'wind=high'})",0.11457154332031107,0.17802767534411626,0.060790828434773084,0.5305927342256215,2.980394667289899,1.0,0.0403939229168704,1.7510856447862617,0.7504547225878305,0.26224602299574734,0.42892570504621985,0.4360305754803251
"frozenset({'util=high', 'site=caltech', 'wind=high'})","frozenset({'time=night', 'is_weekend=False'})",0.17802767534411626,0.11457154332031107,0.060790828434773084,0.3414684167350287,2.9803946672898984,1.0,0.0403939229168704,1.3445497211990542,0.8083897071681907,0.26224602299574734,0.2562565859533917,0.4360305754803251
"frozenset({'wind=low', 'site=caltech'})","frozenset({'temp=hot', 'time=afternoon'})",0.23403556172185913,0.09492862097922523,0.06575632553214794,0.2809672386895476,2.9597737309492382,1.0,0.043539652397793505,1.2587345496904245,0.8644478803649636,0.2498266056318491,0.20555132116939046,0.4868297731909277
"frozenset({'temp=hot', 'time=afternoon'})","frozenset({'wind=low', 'site=caltech'})",0.09492862097922523,0.23403556172185913,0.06575632553214794,0.6926923076923077,2.9597737309492382,1.0,0.043539652397793505,2.4925000494657903,0.7315846577988854,0.2498266056318491,0.5987963971297305,0.4868297731909277
"frozenset({'wind=low', 'site=caltech'})","frozenset({'temp=hot', 'time=afternoon', 'is_weekend=False'})",0.23403556172185913,0.08320858738909781,0.05754134871663807,0.24586583463338535,2.9548132271934144,1.0,0.03806758022694816,1.2156874130814819,0.8637073742826704,0.221566146492338,0.17742012523989611,0.46869860402138774
"frozenset({'temp=hot', 'time=afternoon', 'is_weekend=False'})","frozenset({'wind=low', 'site=caltech'})",0.08320858738909781,0.23403556172185913,0.05754134871663807,0.6915313734093901,2.9548132271934144,1.0,0.03806758022694816,2.4831194236641294,0.7216135804490698,0.221566146492338,0.5972807467615132,0.46869860402138774
"frozenset({'site=caltech', 'time=afternoon', 'is_weekend=False'})","frozenset({'temp=hot', 'wind=low'})",0.20654277264595275,0.0945635108985359,0.05754134871663807,0.27859289375994345,2.9460929603054407,1.0,0.038009938984518696,1.2550978237801966,0.8325179669083745,0.23624643981412086,0.20324935550591117,0.443543551127076
"frozenset({'temp=hot', 'wind=low'})","frozenset({'site=caltech', 'time=afternoon', 'is_weekend=False'})",0.0945635108985359,0.20654277264595275,0.05754134871663807,0.6084942084942085,2.9460929603054407,1.0,0.038009938984518696,2.0266806891982077,0.7295568553914591,0.23624643981412086,0.506582361331119,0.443543551127076
"frozenset({'is_weekend=False', 'temp=cold', 'energy=medium'})","frozenset({'duration=very_long', 'util=low', 'site=jpl'})",0.10069736025411662,0.18478221183686883,0.054766512103399174,0.5438723712835388,2.9433156247944763,1.0,0.03615943114950951,1.7872580761159904,0.7341767691120945,0.23737933217281212,0.44048371448785584,0.42012824254751924
"frozenset({'duration=very_long', 'util=low', 'site=jpl'})","frozenset({'is_weekend=False', 'temp=cold', 'energy=medium'})",0.18478221183686883,0.10069736025411662,0.054766512103399174,0.2963841138114997,2.9433156247944763,1.0,0.03615943114950951,1.2781158831097772,0.8099027230383375,0.23737933217281212,0.21759833109427815,0.42012824254751924
frozenset({'energy=very_high'}),"frozenset({'util=high', 'site=jpl', 'is_weekend=False'})",0.11767497900617035,0.1760560809083939,0.06075431742670415,0.516289171579274,2.9325267773506294,1.0,0.04003692180190027,1.7033811746197862,0.7468870659827221,0.2607741733270647,0.41293234015973485,0.43068709926952087
"frozenset({'util=high', 'site=jpl', 'is_weekend=False'})",frozenset({'energy=very_high'}),0.1760560809083939,0.11767497900617035,0.06075431742670415,0.3450850269597677,2.9325267773506294,1.0,0.04003692180190027,1.347235988357266,0.7998082526050632,0.2607741733270647,0.2577395433005495,0.43068709926952087
"frozenset({'duration=very_long', 'site=jpl', 'energy=high'})","frozenset({'util=low', 'temp=cold', 'is_weekend=False'})",0.09102194311584944,0.20424257913761,0.05447442403884771,0.5984757320497393,2.930220204703309,1.0,0.0358838676187498,1.981841408801137,0.7246915533229494,0.22623199393479906,0.4954187577476627,0.43259503441957825
